chr1	97547887	97548007	120.0	0.408333	-0.051666	0.961239
chr1	97915554	97915674	120.0	0.358333	0.025	0.953856
chr1	97981283	97981403	120.0	0.433333	-0.066666	0.991334
chr1	156841414	156841534	270.8	0.600000	-0.013333	0.991079
chr1	156841474	156841594	390.8	0.600000	-0.026667	1.02335
chr1	156841547	156841667	522.8	0.591667	-0.028334	1.05565
chr1	156841607	156841727	522.8	0.566667	0.013333	1.05588
chr1	156841667	156841787	528.0	0.558333	0.015	1.02994
chr1	156841727	156841847	528.0	0.591667	-0.041667	1.00408
chr1	156841787	156841907	528.0	0.550000	-0.056667	0.99218
chr1	156841847	156841967	528.0	0.433333	-0.01	0.981465
chr1	156841907	156842027	528.0	0.291667	0.111666	0.999126
chr1	156841967	156842087	528.0	0.308333	0.045	1.02556
chr1	156842027	156842147	528.0	0.441667	-0.115	1.04827
chr1	156842087	156842207	528.0	0.383333	-0.053333	1.07801
chr1	156842147	156842267	528.0	0.275000	0.081667	1.06117
chr1	156842207	156842327	528.0	0.283333	-0.006666	1.02379
chr1	156842267	156842387	396.0	0.275000	0.001667	0.982619
chr1	156842327	156842447	276.0	0.250000	0.08	0.984157
chr1	156842747	156842867	120.0	0.483333	0.053334	1.04422
chr1	156842987	156843107	372.0	0.416667	0.046666	0.97562
chr1	156843047	156843167	492.0	0.475000	-0.061667	1.02958
chr1	156843107	156843227	528.0	0.433333	-0.013333	1.03348
chr1	156843167	156843287	528.0	0.341667	0.111666	1.01641
chr1	156843227	156843347	528.0	0.441667	0.071666	0.996511
chr1	156843287	156843407	425.2	0.625000	-0.081667	0.978952
chr1	156843347	156843467	425.2	0.658333	-0.055	0.947088
chr1	156843424	156843544	521.2	0.641667	-0.005	0.988541
chr1	156843484	156843604	521.2	0.616667	0.02	1.02125
chr1	156843544	156843664	528.0	0.616667	0.003333	1.006
chr1	156843604	156843724	421.2	0.633333	-0.01	1.00905
chr1	156843664	156843784	421.2	0.650000	-0.023333	1.01546
chr1	156843751	156843871	517.2	0.600000	0.013333	0.990617
chr1	156843811	156843931	517.2	0.583333	0.023334	0.963571
chr1	156843871	156843991	528.0	0.616667	-0.023334	1.00456
chr1	156843931	156844051	528.0	0.600000	0	1.00705
chr1	156843991	156844111	528.0	0.591667	0.005	1.00477
chr1	156844051	156844171	528.0	0.583333	0.026667	1.00243
chr1	156844111	156844231	528.0	0.608333	0.005	0.995232
chr1	156844171	156844291	528.0	0.633333	-0.026666	1.00064
chr1	156844231	156844351	396.0	0.633333	-0.046666	1.00561
chr1	156844291	156844411	276.0	0.583333	-0.006666	0.999846
chr1	156844697	156844817	240.0	0.575000	-0.015	1.03986
chr1	156844800	156844920	492.0	0.591667	-0.028334	1.10659
chr1	156844860	156844980	492.0	0.566667	-0.006667	1.13079
chr1	156844920	156845040	528.0	0.566667	0.013333	1.08926
chr1	156844980	156845100	528.0	0.600000	0.013333	1.02825
chr1	156845040	156845160	528.0	0.633333	-0.01	0.974774
chr1	156845100	156845220	528.0	0.650000	-0.02	0.940652
chr1	156845160	156845280	396.0	0.641667	0.005	0.927963
chr1	156845220	156845340	276.0	0.666667	-0.023334	0.964647
chr1	156845862	156845982	240.0	0.625000	0.015	0.960288
chr1	156845922	156846042	240.0	0.641667	0.005	0.986821
chr1	156848913	156849033	372.0	0.683333	-0.063333	1.05204
chr1	156848973	156849093	492.0	0.666667	-0.066667	1.09367
chr1	156849033	156849153	396.0	0.550000	0.053333	1.09531
chr1	156849093	156849213	276.0	0.516667	0.053333	1.04394
chr1	156849790	156849910	240.0	0.633333	0.003334	1.01215
chr1	156849850	156849970	240.0	0.625000	0.008333	1.00187
chr10	43595906	43596026	372.0	0.633333	-0.083333	0.991848
chr10	43595966	43596086	492.0	0.666667	-0.056667	0.961826
chr10	43596026	43596146	396.0	0.608333	0.031667	0.924554
chr10	43596086	43596206	276.0	0.641667	0.008333	0.923527
chr10	43597789	43597909	372.0	0.600000	0.03	1.05068
chr10	43597849	43597969	492.0	0.625000	-0.005	1.05296
chr10	43597909	43598029	396.0	0.658333	-0.028333	1.06737
chr10	43597969	43598089	276.0	0.641667	-0.035	1.07247
chr10	43601823	43601943	372.0	0.658333	-0.021666	1.06878
chr10	43601883	43602003	360.0	0.691667	-0.048334	1.09413
chr10	43601943	43602063	276.0	0.641667	0.001666	1.03322
chr10	43604478	43604598	372.0	0.616667	0	1.00243
chr10	43604538	43604658	360.0	0.625000	-0.008333	0.995742
chr10	43604598	43604718	276.0	0.608333	0.018334	1.04502
chr10	43606654	43606774	372.0	0.566667	0.026666	0.962931
chr10	43606714	43606834	492.0	0.616667	-0.02	1.00738
chr10	43606774	43606894	424.4	0.625000	0.001667	1.04168
chr10	43606834	43606954	424.4	0.658333	-0.031666	1.03732
chr10	43606913	43607033	520.4	0.641667	-0.068334	1.00269
chr10	43606973	43607093	520.4	0.533333	-0.003333	1.00641
chr10	43607033	43607153	528.0	0.425000	0.085	0.994589
chr10	43607093	43607213	528.0	0.425000	0.058333	1.0224
chr10	43607153	43607273	528.0	0.475000	-0.001667	1.02492
chr10	43607213	43607333	528.0	0.516667	0.013333	1.02723
chr10	43607273	43607393	528.0	0.608333	-0.031666	1.00961
chr10	43607333	43607453	528.0	0.641667	-0.031667	0.97826
chr10	43607393	43607513	396.0	0.658333	-0.011666	0.958086
chr10	43607453	43607573	276.0	0.691667	-0.025	0.969852
chr10	43609123	43609243	372.0	0.625000	-0.015	0.930654
chr10	43609183	43609303	492.0	0.616667	-0.03	0.958981
chr10	43609243	43609363	528.0	0.558333	0.005	0.939883
chr10	43609303	43609423	528.0	0.516667	0.046666	0.911941
chr10	43609363	43609483	528.0	0.558333	-0.045	0.930602
chr10	43609423	43609543	528.0	0.483333	0.01	0.972083
chr10	43609483	43609603	528.0	0.416667	0.096666	0.967441
chr10	43609543	43609663	528.0	0.483333	0.023334	0.925271
chr10	43609603	43609723	528.0	0.566667	-0.053334	0.914018
chr10	43609663	43609783	528.0	0.558333	0.011667	0.936628
chr10	43609723	43609843	528.0	0.616667	-0.003334	0.971006
chr10	43609783	43609903	422.4	0.666667	-0.05	0.969978
chr10	43609843	43609963	422.4	0.658333	-0.028333	1.00556
chr10	43609927	43610047	518.4	0.591667	0.051666	0.996588
chr10	43609987	43610107	518.4	0.616667	0.013333	0.948829
chr10	43610047	43610167	425.2	0.675000	-0.031667	0.928399
chr10	43610107	43610227	425.2	0.666667	-0.01	0.958058
chr10	43610184	43610304	521.2	0.700000	-0.05	1.01592
chr10	43610244	43610364	521.2	0.658333	-0.008333	1.02589
chr10	43610304	43610424	528.0	0.616667	0.026666	1.02658
chr10	43610364	43610484	528.0	0.608333	0.028334	1.04279
chr10	43610424	43610544	528.0	0.625000	0.011667	1.03138
chr10	43610484	43610604	528.0	0.666667	-0.04	1.02056
chr10	43610544	43610664	528.0	0.625000	-0.005	1.04955
chr10	43610604	43610724	528.0	0.566667	0.07	1.03692
chr10	43610664	43610784	528.0	0.641667	-0.005	0.990897
chr10	43610724	43610844	528.0	0.666667	-0.036667	1.04901
chr10	43610784	43610904	528.0	0.658333	-0.011666	1.08626
chr10	43610844	43610964	528.0	0.658333	-0.028333	1.10952
chr10	43610904	43611024	528.0	0.616667	0.01	1.11746
chr10	43610964	43611084	528.0	0.591667	0.015	1.07809
chr10	43611024	43611144	528.0	0.608333	-0.031666	1.09249
chr10	43611084	43611204	528.0	0.566667	-0.003334	1.08098
chr10	43611144	43611264	528.0	0.483333	0.09	1.0535
chr10	43611204	43611324	528.0	0.541667	0.028333	1.07309
chr10	43611264	43611384	528.0	0.641667	-0.065	1.08585
chr10	43611324	43611444	528.0	0.633333	-0.026666	1.07673
chr10	43611384	43611504	528.0	0.625000	0.008333	1.0837
chr10	43611444	43611564	528.0	0.616667	0.016666	1.08068
chr10	43611504	43611624	528.0	0.633333	-0.026666	1.08232
chr10	43611564	43611684	528.0	0.616667	-0.003334	1.0493
chr10	43611624	43611744	528.0	0.558333	0.038334	1.01648
chr10	43611684	43611804	528.0	0.591667	0.005	1.01871
chr10	43611744	43611864	528.0	0.608333	-0.025	0.994435
chr10	43611804	43611924	528.0	0.625000	-0.028333	0.94965
chr10	43611864	43611984	396.0	0.591667	-0.028334	0.964595
chr10	43611924	43612044	276.0	0.516667	0.033333	0.99741
chr10	43614978	43615098	372.0	0.683333	0	1.02112
chr10	43615038	43615158	360.0	0.658333	0.015	1.03015
chr10	43615098	43615218	276.0	0.600000	0.066667	1.00556
chr10	89624177	89624297	240.0	0.458333	0.065	0.901199
chr10	89624237	89624357	240.0	0.425000	0.041667	0.958442
chr10	89653746	89653866	120.0	0.325000	-0.035	0.920401
chr10	89685210	89685330	240.0	0.266667	-0.006667	0.937754
chr10	89685269	89685389	240.0	0.266667	0.01	1.01458
chr10	89690802	89690922	120.0	0.341667	-0.061667	0.982388
chr10	89692735	89692855	120.0	0.366667	-0.016667	0.96521
chr10	89692915	89693035	120.0	0.350000	0.01	0.942627
chr10	89702308	89702428	120.0	0.333333	0.023334	0.963085
chr10	89702490	89702610	120.0	0.225000	0.061667	1.03804
chr10	89711874	89711994	240.0	0.383333	-0.016666	0.911351
chr10	89711934	89712054	240.0	0.400000	-0.046667	0.933524
chr10	89717638	89717758	240.0	0.450000	-0.076667	0.989821
chr10	89717698	89717818	240.0	0.383333	-0.006666	1.00712
chr10	89720591	89720711	240.0	0.275000	-0.001667	0.925502
chr10	89720698	89720818	360.0	0.333333	-0.02	1.01282
chr10	89720758	89720878	240.0	0.333333	0.013334	0.988464
chr10	89724984	89725104	240.0	0.358333	-0.025	0.953087
chr10	89725098	89725218	360.0	0.366667	-0.03	0.783891
chr10	89725158	89725278	240.0	0.316667	0.033333	0.840725
chr10	123239045	123239165	240.0	0.525000	-0.118333	1.01558
chr10	123239105	123239225	240.0	0.491667	-0.041667	1.03717
chr10	123239321	123239441	372.0	0.508333	-0.048333	1.03345
chr10	123239381	123239501	480.0	0.450000	0.02	1.03909
chr10	123239441	123239561	516.0	0.416667	0.03	1.01297
chr10	123239494	123239614	612.0	0.458333	-0.011666	1.03973
chr10	123239554	123239674	612.0	0.400000	0.07	1.0372
chr10	123239614	123239734	528.0	0.466667	0.003333	1.02717
chr10	123239674	123239794	528.0	0.583333	-0.106666	1.0213
chr10	123239734	123239854	528.0	0.466667	0.023333	0.981388
chr10	123239794	123239914	528.0	0.433333	0.076667	0.948088
chr10	123239854	123239974	528.0	0.525000	-0.081667	0.965801
chr10	123239914	123240034	528.0	0.475000	-0.051667	1.003
chr10	123239974	123240094	528.0	0.366667	0.046666	1.00241
